game_pk,condition,temp,wind,venue,venue_id
778200,Roof Closed,73,"0 mph, None",Daikin Park,2392
778273,Roof Closed,68,"0 mph, None",Rogers Centre,14
778430,Sunny,44,"4 mph, In From CF",Wrigley Field,17
776149,Partly Cloudy,85,"8 mph, L To R",Truist Park,4705
776372,Partly Cloudy,75,"5 mph, In From LF",Oriole Park at Camden Yards,2
776453,Cloudy,79,"9 mph, Out To LF",PNC Park,31
776589,Partly Cloudy,71,"7 mph, L To R",Busch Stadium,2889
776153,Clear,83,"5 mph, In From RF",American Family Field,32
776300,Clear,90,"7 mph, In From LF",Busch Stadium,2889
776536,Clear,75,"7 mph, L To R",Great American Ball Park,2602
776622,Roof Closed,78,"0 mph, None",Chase Field,15
776847,Partly Cloudy,81,"6 mph, In From RF",Wrigley Field,17
777000,Cloudy,87,"9 mph, R To L",Great American Ball Park,2602
777255,Sunny,82,"8 mph, In From LF",Citizens Bank Park,2681
777328,Overcast,91,"6 mph, Out To LF",Great American Ball Park,2602
777478,Overcast,77,"6 mph, In From RF",Great American Ball Park,2602
777569,Cloudy,72,"7 mph, L To R",Progressive Field,5
777874,Partly Cloudy,73,"4 mph, In From RF",Great American Ball Park,2602
777945,Overcast,67,"3 mph, In From RF",Great American Ball Park,2602
778276,Partly Cloudy,72,"14 mph, Out To LF",Oriole Park at Camden Yards,2
776382,Clear,72,"7 mph, In From CF",Progressive Field,5
776458,Partly Cloudy,84,"6 mph, Out To CF",George M. Steinbrenner Field,2523
776623,Roof Closed,74,"0 mph, None",Globe Life Field,5325
776778,Partly Cloudy,86,"6 mph, Out To RF",Progressive Field,5
776951,Partly Cloudy,84,"1 mph, Calm",Progressive Field,5
777164,Cloudy,84,"7 mph, R To L",Rate Field,4
777622,Overcast,66,"7 mph, In From CF",Progressive Field,5
777944,Overcast,71,"10 mph, Out To LF",Progressive Field,5
778157,Sunny,54,"8 mph, In From LF",Progressive Field,5
778391,Cloudy,44,"5 mph, R To L",Progressive Field,5
776159,Partly Cloudy,73,"6 mph, Out To CF",Rogers Centre,14
776236,Partly Cloudy,89,"4 mph, L To R",George M. Steinbrenner Field,2523
776316,Clear,85,"8 mph, L To R",George M. Steinbrenner Field,2523
776805,Clear,77,"8 mph, L To R",T-Mobile Park,680
776889,Partly Cloudy,91,"10 mph, Out To CF",George M. Steinbrenner Field,2523
776462,Overcast,57,"14 mph, Out To LF",Target Field,3312
776607,Partly Cloudy,72,"13 mph, Out To LF",Rate Field,4
777230,Overcast,80,"9 mph, Out To CF",Target Field,3312
777611,Partly Cloudy,89,"10 mph, Out To CF",George M. Steinbrenner Field,2523
777690,Roof Closed,73,"0 mph, None",Daikin Park,2392
777832,Partly Cloudy,91,"11 mph, R To L",George M. Steinbrenner Field,2523
777903,Clear,85,"14 mph, In From CF",loanDepot park,4169
778057,Cloudy,67,"10 mph, R To L",Yankee Stadium,3313
778282,Clear,84,"7 mph, L To R",George M. Steinbrenner Field,2523
778367,Clear,73,"12 mph, Out To CF",George M. Steinbrenner Field,2523
776157,Partly Cloudy,75,"5 mph, In From RF",Fenway Park,3
776332,Roof Closed,72,"0 mph, None",loanDepot park,4169
777088,Roof Closed,74,"0 mph, None",Globe Life Field,5325
777770,Sunny,67,"7 mph, L To R",Comerica Park,2394
778029,Clear,70,"8 mph, In From LF",Coors Field,19
778180,Cloudy,54,"15 mph, Out To CF",Comerica Park,2394
778228,Clear,63,"16 mph, Out To LF",Comerica Park,2394
776165,Cloudy,82,"3 mph, In From LF",Nationals Park,3309
776331,Sunny,76,"12 mph, In From CF",Progressive Field,5
776469,Partly Cloudy,62,"6 mph, L To R",Target Field,3312
776696,Partly Cloudy,83,"4 mph, R To L",Truist Park,4705
776659,Cloudy,80,"5 mph, In From RF",Nationals Park,3309
776748,Partly Cloudy,85,"3 mph, R To L",Citi Field,3289
776911,Partly Cloudy,79,"4 mph, In From RF",Citi Field,3289
776974,Partly Cloudy,64,"16 mph, Varies",Oracle Park,2395
777616,Partly Cloudy,54,"4 mph, R To L",Coors Field,19
777773,Cloudy,64,"9 mph, L To R",Citi Field,3289
777856,Partly Cloudy,55,"15 mph, L To R",Fenway Park,3
778416,Cloudy,42,"5 mph, In From CF",Citi Field,3289
777994,Clear,91,"6 mph, Varies",Sutter Health Park,2529
778075,Roof Closed,72,"0 mph, None",loanDepot park,4169
778149,Cloudy,58,"6 mph, Out To LF",Sutter Health Park,2529
778294,Partly Cloudy,42,"10 mph, In From LF",Rate Field,4
778381,Sunny,75,"5 mph, L To R",Sutter Health Park,2529
778521,Partly Cloudy,56,"2 mph, Out To RF",T-Mobile Park,680
776200,Partly Cloudy,85,"4 mph, R To L",Truist Park,4705
776259,Clear,78,"5 mph, L To R",Citi Field,3289
776336,Sunny,83,"2 mph, Out To RF",Nationals Park,3309
776420,Partly Cloudy,65,"7 mph, In From CF",Wrigley Field,17
776498,Partly Cloudy,75,"11 mph, In From CF",Nationals Park,3309
776189,Clear,69,"7 mph, In From LF",Progressive Field,5
776754,Sunny,79,"8 mph, L To R",Rate Field,4
776156,Partly Cloudy,80,"6 mph, Out To CF",Truist Park,4705
776315,Partly Cloudy,76,"11 mph, In From RF",Nationals Park,3309
776402,Clear,77,"5 mph, Calm",Truist Park,4705
777114,Cloudy,79,"5 mph, In From RF",Truist Park,4705
777156,Clear,99,"8 mph, Out To RF",Sutter Health Park,2529
777523,Overcast,86,"8 mph, Out To RF",Truist Park,4705
777587,Partly Cloudy,60,"16 mph, Varies",Oracle Park,2395
777841,Cloudy,68,"2 mph, In From CF",Nationals Park,3309
776409,Roof Closed,72,"0 mph, None",loanDepot park,4169
776714,Cloudy,86,"3 mph, Out To CF",Fenway Park,3
776849,Roof Closed,72,"0 mph, None",loanDepot park,4169
777275,Roof Closed,72,"0 mph, None",loanDepot park,4169
777347,Sunny,63,"13 mph, Out To CF",Oracle Park,2395
777439,Roof Closed,72,"0 mph, None",loanDepot park,4169
776179,Cloudy,60,"4 mph, In From CF",T-Mobile Park,680
777356,Overcast,63,"6 mph, L To R",Target Field,3312
777419,Sunny,94,"20 mph, Out To CF",Wrigley Field,17
777495,Partly Cloudy,65,"4 mph, L To R",T-Mobile Park,680
777645,Partly Cloudy,68,"3 mph, Out To CF",T-Mobile Park,680
777800,Roof Closed,73,"0 mph, None",Daikin Park,2392
778287,Partly Cloudy,59,"4 mph, L To R",Dodger Stadium,22
776225,Partly Cloudy,73,"8 mph, Out To LF",Target Field,3312
776403,Clear,71,"5 mph, In From RF",Progressive Field,5
776474,Clear,75,"3 mph, R To L",Fenway Park,3
776738,Clear,82,"6 mph, In From RF",Progressive Field,5
776814,Partly Cloudy,90,"15 mph, Out To LF",Rate Field,4
776975,Sunny,90,"10 mph, L To R",Kauffman Stadium,7
777056,Partly Cloudy,76,"15 mph, R To L",Progressive Field,5
777192,Roof Closed,73,"0 mph, None",Daikin Park,2392
777259,Clear,84,"10 mph, In From RF",Wrigley Field,17
776521,Sunny,70,"7 mph, In From RF",Progressive Field,5
776601,Partly Cloudy,67,"12 mph, In From LF",Progressive Field,5
776990,Partly Cloudy,87,"8 mph, R To L",Kauffman Stadium,7
777138,Cloudy,83,"9 mph, Out To LF",Rate Field,4
777202,Roof Closed,73,"0 mph, None",Daikin Park,2392
777266,Partly Cloudy,84,"5 mph, In From RF",Wrigley Field,17
777591,Cloudy,69,"8 mph, Out To LF",Progressive Field,5
778218,Clear,56,"7 mph, In From CF",Progressive Field,5
778437,Clear,75,"11 mph, Out To RF",Angel Stadium,1
777285,Cloudy,85,"9 mph, Out To LF",Coors Field,19
777441,Clear,77,"16 mph, Out To CF",Sutter Health Park,2529
777858,Partly Cloudy,87,"13 mph, L To R",George M. Steinbrenner Field,2523
777543,Partly Cloudy,66,"8 mph, Out To RF",Petco Park,2680
776136,Cloudy,74,"5 mph, L To R",Petco Park,2680
776357,Partly Cloudy,72,"8 mph, L To R",Petco Park,2680
776595,Clear,84,"5 mph, In From LF",T-Mobile Park,680
776656,Clear,75,"8 mph, L To R",Petco Park,2680
776873,Roof Closed,78,"0 mph, None",Chase Field,15
777105,Clear,74,"8 mph, In From RF",Progressive Field,5
777400,Sunny,77,"9 mph, L To R",Sutter Health Park,2529
777752,Roof Closed,73,"0 mph, None",Daikin Park,2392
777828,Clear,85,"8 mph, Out To CF",Sutter Health Park,2529
778197,Clear,65,"7 mph, Varies",Sutter Health Park,2529
778513,Partly Cloudy,59,"2 mph, R To L",T-Mobile Park,680
776252,Sunny,74,"7 mph, In From CF",Citi Field,3289
776320,Sunny,78,"1 mph, Out To LF",Nationals Park,3309
776482,Partly Cloudy,75,"5 mph, R To L",Nationals Park,3309
776666,Clear,90,"7 mph, L To R",Kauffman Stadium,7
776989,Partly Cloudy,85,"3 mph, In From LF",Rate Field,4
777482,Partly Cloudy,90,"9 mph, Out To CF",Wrigley Field,17
777936,Partly Cloudy,64,"10 mph, In From RF",Wrigley Field,17
778080,Roof Closed,63,"0 mph, None",American Family Field,32
778345,Partly Cloudy,68,"4 mph, L To R",Dodger Stadium,22
778501,Partly Cloudy,52,"12 mph, Varies",Sutter Health Park,2529
777833,Roof Closed,72,"0 mph, None",loanDepot park,4169
778136,Overcast,56,"0 mph, Calm",T-Mobile Park,680
778303,Clear,78,"8 mph, L To R",loanDepot park,4169
778464,Cloudy,86,"8 mph, L To R",Truist Park,4705
776330,Clear,69,"3 mph, In From RF",Fenway Park,3
776410,Partly Cloudy,77,"11 mph, Out To CF",Sutter Health Park,2529
776493,Partly Cloudy,74,"8 mph, In From RF",Fenway Park,3
776564,Partly Cloudy,73,"3 mph, Out To CF",Oriole Park at Camden Yards,2
776627,Sunny,82,"10 mph, Out To LF",Yankee Stadium,3313
776864,Partly Cloudy,70,"6 mph, In From RF",Fenway Park,3
777075,Cloudy,73,"3 mph, In From CF",Wrigley Field,17
777213,Partly Cloudy,86,"5 mph, Out To LF",Nationals Park,3309
777300,Clear,82,"5 mph, Out To LF",Fenway Park,3
777692,Partly Cloudy,77,"7 mph, Out To LF",Truist Park,4705
777764,Sunny,62,"12 mph, L To R",American Family Field,32
778196,Sunny,68,"8 mph, R To L",Fenway Park,3
778264,Sunny,83,"11 mph, In From RF",Fenway Park,3
778338,Cloudy,63,"7 mph, In From RF",Rate Field,4
778404,Partly Cloudy,35,"5 mph, L To R",Fenway Park,3
776175,Clear,70,"2 mph, In From LF",Progressive Field,5
776413,Clear,66,"9 mph, In From CF",Progressive Field,5
776968,Cloudy,77,"3 mph, In From RF",Progressive Field,5
777174,Roof Closed,73,"0 mph, None",Daikin Park,2392
777249,Clear,85,"3 mph, In From CF",Progressive Field,5
777807,Partly Cloudy,56,"14 mph, Out To LF",Comerica Park,2394
777892,Partly Cloudy,70,"14 mph, Out To LF",Great American Ball Park,2602
776479,Partly Cloudy,81,"9 mph, Out To LF",PNC Park,31
777391,Clear,91,"15 mph, In From RF",American Family Field,32
777239,Sunny,74,"10 mph, L To R",Petco Park,2680
777322,Roof Closed,74,"0 mph, None",Globe Life Field,5325
778281,Roof Closed,74,"0 mph, None",Globe Life Field,5325
778341,Partly Cloudy,55,"9 mph, In From CF",T-Mobile Park,680
776277,Cloudy,61,"10 mph, In From LF",Coors Field,19
777689,Roof Closed,72,"0 mph, None",loanDepot park,4169
777756,Partly Cloudy,66,"8 mph, L To R",Petco Park,2680
776811,Clear,84,"6 mph, L To R",Oriole Park at Camden Yards,2
777458,Partly Cloudy,79,"6 mph, L To R",Rate Field,4
778017,Sunny,85,"9 mph, In From LF",loanDepot park,4169
778091,Clear,80,"10 mph, L To R",loanDepot park,4169
776186,Partly Cloudy,68,"5 mph, Out To RF",Rogers Centre,14
776505,Partly Cloudy,72,"3 mph, In From RF",Fenway Park,3
776579,Clear,77,"9 mph, Out To RF",Oriole Park at Camden Yards,2
776935,Partly Cloudy,77,"11 mph, L To R",Target Field,3312
777012,Cloudy,86,"3 mph, L To R",Fenway Park,3
777096,Partly Cloudy,85,"8 mph, Out To RF",Wrigley Field,17
777130,Sunny,77,"3 mph, R To L",Fenway Park,3
777417,Sunny,67,"15 mph, Out To CF",Oracle Park,2395
777815,Cloudy,55,"9 mph, L To R",Fenway Park,3
777876,Cloudy,68,"9 mph, In From RF",Fenway Park,3
777940,Cloudy,67,"6 mph, In From LF",Comerica Park,2394
778006,Partly Cloudy,73,"8 mph, Out To CF",Fenway Park,3
778224,Clear,56,"3 mph, In From RF",Fenway Park,3
776492,Sunny,80,"10 mph, In From CF",Coors Field,19
776411,Clear,79,"7 mph, Out To CF",Angel Stadium,1
776961,Clear,87,"9 mph, R To L",Target Field,3312
777039,Clear,70,"4 mph, L To R",Dodger Stadium,22
777190,Partly Cloudy,82,"8 mph, In From LF",Target Field,3312
777494,Roof Closed,73,"0 mph, None",Daikin Park,2392
777938,Partly Cloudy,70,"7 mph, In From RF",Oriole Park at Camden Yards,2
778166,Sunny,58,"10 mph, In From CF",Target Field,3312
778490,Cloudy,42,"14 mph, In From LF",Rate Field,4
777701,Roof Closed,68,"0 mph, None",Rogers Centre,14
777917,Clear,65,"4 mph, Varies",Dodger Stadium,22
778010,Sunny,73,"10 mph, R To L",Sutter Health Park,2529
776240,Overcast,72,"6 mph, In From RF",Oriole Park at Camden Yards,2
776314,Clear,77,"9 mph, L To R",Rate Field,4
776401,Partly Cloudy,74,"8 mph, In From RF",Oriole Park at Camden Yards,2
776397,Roof Closed,72,"0 mph, None",loanDepot park,4169
776477,Partly Cloudy,77,"3 mph, Out To LF",Nationals Park,3309
776837,Partly Cloudy,77,"8 mph, R To L",Nationals Park,3309
777305,Sunny,82,"6 mph, Out To CF",Angel Stadium,1
777743,Clear,69,"11 mph, L To R",T-Mobile Park,680
777929,Partly Cloudy,81,"4 mph, Out To LF",Truist Park,4705
776378,Partly Cloudy,75,"9 mph, In From LF",Rate Field,4
776885,Sunny,82,"6 mph, Out To CF",Angel Stadium,1
777550,Roof Closed,73,"0 mph, None",Daikin Park,2392
778094,Overcast,67,"18 mph, Out To LF",Rate Field,4
778409,Clear,46,"17 mph, L To R",Nationals Park,3309
777554,Cloudy,83,"13 mph, In From RF",American Family Field,32
777619,Partly Cloudy,61,"19 mph, Varies",Oracle Park,2395
778076,Overcast,59,"10 mph, L To R",Truist Park,4705
778147,Roof Closed,76,"0 mph, None",Chase Field,15
778520,Partly Cloudy,62,"9 mph, L To R",Petco Park,2680
776360,Clear,83,"5 mph, L To R",Truist Park,4705
776365,Partly Cloudy,72,"7 mph, L To R",Petco Park,2680
776431,Partly Cloudy,80,"4 mph, R To L",Coors Field,19
776896,Clear,70,"9 mph, L To R",Petco Park,2680
777062,Roof Closed,72,"0 mph, None",loanDepot park,4169
777471,Clear,81,"2 mph, Calm",Dodger Stadium,22
777617,Clear,70,"5 mph, L To R",American Family Field,32
778305,Clear,62,"10 mph, L To R",Petco Park,2680
778460,Cloudy,44,"9 mph, In From CF",Wrigley Field,17
776143,Partly Cloudy,82,"4 mph, In From LF",Nationals Park,3309
776364,Sunny,74,"9 mph, L To R",Rate Field,4
776529,Partly Cloudy,71,"9 mph, L To R",Rate Field,4
776599,Partly Cloudy,68,"9 mph, Out To CF",Rate Field,4
776687,Cloudy,74,"3 mph, Calm",Truist Park,4705
777215,Partly Cloudy,88,"6 mph, R To L",Coors Field,19
777280,Clear,69,"4 mph, L To R",Dodger Stadium,22
777661,Cloudy,84,"16 mph, Out To LF",Rate Field,4
777830,Overcast,51,"11 mph, Out To RF",Rate Field,4
777900,Sunny,82,"21 mph, Out To CF",Wrigley Field,17
778111,Cloudy,54,"3 mph, L To R",Rate Field,4
776234,Sunny,83,"8 mph, In From RF",PNC Park,31
776719,Overcast,94,"8 mph, R To L",Wrigley Field,17
777574,Cloudy,73,"6 mph, R To L",PNC Park,31
777648,Partly Cloudy,86,"8 mph, R To L",PNC Park,31
778050,Overcast,65,"8 mph, Out To RF",Angel Stadium,1
778124,Roof Closed,73,"0 mph, None",Daikin Park,2392
778363,Partly Cloudy,54,"4 mph, Out To CF",Target Field,3312
778533,Partly Cloudy,63,"1 mph, L To R",Dodger Stadium,22
776922,Clear,72,"3 mph, In From RF",Fenway Park,3
776914,Clear,85,"11 mph, Out To CF",Sutter Health Park,2529
776991,Roof Closed,73,"0 mph, None",Daikin Park,2392
777057,Roof Closed,74,"0 mph, None",Globe Life Field,5325
777210,Clear,88,"9 mph, R To L",Sutter Health Park,2529
776212,Clear,69,"6 mph, L To R",T-Mobile Park,680
776447,Cloudy,76,"6 mph, Out To CF",Truist Park,4705
777958,Cloudy,58,"0 mph, Calm",T-Mobile Park,680
778121,Roof Closed,54,"9 mph, In From CF",T-Mobile Park,680
777411,Clear,79,"8 mph, Out To RF",Sutter Health Park,2529
776618,Clear,87,"7 mph, Out To CF",Angel Stadium,1
776763,Clear,75,"10 mph, R To L",Angel Stadium,1
776651,Partly Cloudy,74,"11 mph, In From CF",Wrigley Field,17
777401,Partly Cloudy,92,"17 mph, R To L",Target Field,3312
776242,Roof Closed,74,"0 mph, None",Globe Life Field,5325
776395,Clear,85,"9 mph, R To L",Globe Life Field,5325
776981,Roof Closed,74,"0 mph, None",Globe Life Field,5325
777154,Roof Closed,73,"0 mph, None",Daikin Park,2392
777207,Clear,70,"11 mph, L To R",Petco Park,2680
777556,Partly Cloudy,68,"6 mph, In From LF",Target Field,3312
777629,Overcast,87,"7 mph, Out To CF",George M. Steinbrenner Field,2523
778083,Roof Closed,74,"0 mph, None",Globe Life Field,5325
778423,Partly Cloudy,52,"10 mph, In From LF",Coors Field,19
776187,Clear,67,"4 mph, In From RF",Wrigley Field,17
776412,Partly Cloudy,76,"9 mph, L To R",Truist Park,4705
777122,Partly Cloudy,81,"7 mph, In From RF",Yankee Stadium,3313
778532,Clear,79,"2 mph, In From CF",Chase Field,15
776587,Roof Closed,73,"0 mph, None",Daikin Park,2392
776730,Cloudy,90,"5 mph, Out To CF",Coors Field,19
776794,Roof Closed,76,"0 mph, None",Chase Field,15
776610,Partly Cloudy,79,"9 mph, Out To CF",PNC Park,31
776227,Cloudy,82,"5 mph, L To R",Dodger Stadium,22
777206,Sunny,84,"2 mph, L To R",Dodger Stadium,22
777030,Cloudy,80,"6 mph, R To L",George M. Steinbrenner Field,2523
776262,Roof Closed,73,"0 mph, None",Daikin Park,2392
776346,Clear,82,"6 mph, Out To RF",Truist Park,4705
776835,Clear,76,"8 mph, Out To LF",Yankee Stadium,3313
777067,Partly Cloudy,67,"4 mph, L To R",T-Mobile Park,680
776466,Partly Cloudy,83,"6 mph, L To R",Kauffman Stadium,7
777442,Clear,70,"3 mph, L To R",Dodger Stadium,22
777656,Clear,61,"10 mph, Out To CF",Oracle Park,2395
778421,Roof Closed,67,"0 mph, None",American Family Field,32
777271,Overcast,84,"15 mph, Varies",George M. Steinbrenner Field,2523
777420,Partly Cloudy,87,"5 mph, R To L",George M. Steinbrenner Field,2523
778479,Sunny,89,"13 mph, R To L",George M. Steinbrenner Field,2523
776172,Clear,83,"4 mph, Out To LF",Sutter Health Park,2529
776379,Partly Cloudy,75,"6 mph, R To L",Sutter Health Park,2529
776444,Clear,82,"6 mph, Out To CF",Angel Stadium,1
777129,Overcast,87,"4 mph, R To L",Oriole Park at Camden Yards,2
776253,Partly Cloudy,78,"7 mph, Out To LF",Coors Field,19
777563,Cloudy,84,"5 mph, Out To CF",Coors Field,19
777485,Clear,82,"10 mph, Out To RF",Sutter Health Park,2529
778431,Partly Cloudy,77,"10 mph, L To R",Truist Park,4705
777176,Clear,90,"7 mph, Varies",Sutter Health Park,2529
777337,Cloudy,71,"9 mph, In From RF",Yankee Stadium,3313
777636,Sunny,80,"10 mph, Out To CF",Sutter Health Park,2529
776490,Clear,75,"7 mph, In From RF",Comerica Park,2394
777334,Clear,84,"11 mph, In From RF",Comerica Park,2394
777639,Partly Cloudy,59,"6 mph, L To R",Rate Field,4
777032,Roof Closed,76,"0 mph, None",Chase Field,15
777336,Roof Closed,73,"0 mph, None",Daikin Park,2392
776802,Sunny,70,"14 mph, Varies",Oracle Park,2395
776964,Clear,64,"11 mph, Out To CF",Oracle Park,2395
777086,Clear,69,"4 mph, In From LF",T-Mobile Park,680
777184,Partly Cloudy,88,"9 mph, R To L",Yankee Stadium,3313
777559,Roof Closed,78,"0 mph, None",Chase Field,15
777698,Partly Cloudy,84,"5 mph, L To R",Dodger Stadium,22
778302,Partly Cloudy,60,"2 mph, Out To RF",Dodger Stadium,22
777425,Partly Cloudy,61,"19 mph, Out To CF",Oracle Park,2395
778432,Partly Cloudy,53,"2 mph, Out To RF",Fenway Park,3
777880,Partly Cloudy,74,"17 mph, Out To RF",Citizens Bank Park,2681
776209,Cloudy,67,"3 mph, In From LF",Wrigley Field,17
776308,Cloudy,81,"5 mph, Calm",PNC Park,31
776473,Overcast,67,"8 mph, L To R",Wrigley Field,17
777173,Partly Cloudy,85,"6 mph, In From LF",Target Field,3312
777526,Cloudy,69,"4 mph, R To L",Wrigley Field,17
776726,Sunny,84,"9 mph, Out To LF",Citi Field,3289
776910,Roof Closed,72,"0 mph, None",loanDepot park,4169
777263,Roof Closed,72,"0 mph, None",loanDepot park,4169
776445,Cloudy,68,"6 mph, Out To RF",Busch Stadium,2889
776333,Clear,74,"8 mph, Out To CF",T-Mobile Park,680
776638,Clear,81,"6 mph, L To R",T-Mobile Park,680
777713,Partly Cloudy,72,"9 mph, In From LF",T-Mobile Park,680
776298,Overcast,84,"6 mph, R To L",Target Field,3312
776368,Clear,75,"8 mph, L To R",Yankee Stadium,3313
776597,Partly Cloudy,81,"13 mph, Out To CF",Yankee Stadium,3313
776268,Clear,76,"11 mph, L To R",Comerica Park,2394
777069,Cloudy,83,"8 mph, Out To LF",Truist Park,4705
776520,Sunny,74,"2 mph, In From RF",Nationals Park,3309
776509,Sunny,94,"8 mph, L To R",Dodger Stadium,22
776658,Roof Closed,76,"0 mph, None",Chase Field,15
776953,Clear,87,"4 mph, In From RF",Comerica Park,2394
777854,Clear,71,"6 mph, Out To RF",Dodger Stadium,22
777999,Clear,92,"5 mph, Out To RF",Chase Field,15
776219,Cloudy,85,"3 mph, L To R",Truist Park,4705
776286,Overcast,69,"4 mph, In From CF",Nationals Park,3309
776907,Overcast,68,"1 mph, Varies",Bristol Motor Speedway,6130
776729,Clear,65,"15 mph, Out To CF",Oracle Park,2395
777738,Cloudy,58,"7 mph, In From LF",Comerica Park,2394
776419,Partly Cloudy,67,"8 mph, Out To LF",PNC Park,31
776586,Partly Cloudy,68,"8 mph, L To R",American Family Field,32
777276,Clear,81,"4 mph, Out To LF",Citi Field,3289
777361,Overcast,74,"7 mph, L To R",American Family Field,32
776549,Cloudy,67,"4 mph, In From LF",Fenway Park,3
777464,Clear,71,"9 mph, Out To LF",Comerica Park,2394
778176,Partly Cloudy,58,"9 mph, Out To CF",Dodger Stadium,22
778321,Cloudy,75,"13 mph, Out To LF",PNC Park,31
776894,Partly Cloudy,79,"8 mph, In From RF",Nationals Park,3309
777042,Partly Cloudy,84,"3 mph, R To L",Nationals Park,3309
776967,Partly Cloudy,85,"3 mph, Out To LF",Great American Ball Park,2602
